Season,Name,Team,W,L,ERA,G,GS,CG,ShO,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,playerid
1956,Leo Kiely,BOS,2,2,5.17,23,0,0,0,3,,,31.1,155,47,25,18,1,14,5,2,0,0,9,1006895
1945,Don Black,PHA,5,11,5.17,26,18,8,0,0,,,125.1,583,154,77,72,5,69,,0,3,0,47,1001010
1926,Elam Vangilder,SLB,9,11,5.17,42,19,8,1,1,,,181,822,196,119,104,12,98,,2,1,0,40,1013355
1947,Milo Candini,WAS,3,4,5.17,38,2,0,0,1,,,87,394,96,53,50,5,35,,0,1,1,31,1001910
1992,Chuck Crim,CAL,7,6,5.17,57,0,0,0,1,,,87,383,100,56,50,11,29,6,6,4,0,30,1002768
1887,John Healy,IND,12,29,5.17,41,41,40,3,0,,,341,,415,292,196,24,108,,15,39,0,75,1005547
1925,Elmer Jacobs,CHC,2,3,5.17,18,4,1,1,1,,,55.2,255,63,37,32,9,22,,1,3,0,19,1006320
1983,Byron McLaughlin,CAL,2,4,5.17,16,7,0,0,0,,,55.2,250,63,32,32,3,22,3,2,0,0,45,1008609
1941,Vern Kennedy,- - -,3,11,5.17,23,13,4,0,0,,,111.1,505,121,76,64,10,66,,2,2,0,28,1006851
1890,Jim Whitney,PHA,2,2,5.18,6,4,3,0,0,,,40,,61,27,23,1,11,,0,0,0,6,1013908
1923,Rube Walberg,- - -,4,8,5.18,28,10,4,0,0,,,120,534,126,79,69,10,61,,2,1,0,39,1013501
1940,Denny Galehouse,BOS,6,6,5.18,25,20,5,0,0,,,120,543,155,77,69,10,41,,0,4,1,53,1004443
1952,Bob Hooper,PHA,8,15,5.18,43,14,4,0,6,,,144.1,649,158,100,83,13,68,,4,2,1,40,1006001
1991,Jeff Robinson,BAL,4,9,5.18,21,19,0,0,0,,,104.1,472,119,62,60,12,51,2,6,8,0,65,1011073
1984,Larry Gura,KCR,12,9,5.18,31,25,3,0,0,,,168.2,732,175,102,97,26,67,3,4,0,0,68,1005150
1944,Rube Fischer,NYG,6,14,5.18,38,18,2,1,2,,,128.2,591,128,83,74,7,87,,6,2,0,39,1004071
1939,Red Evans,BRO,1,8,5.18,24,6,0,0,1,,,64.1,296,74,43,37,4,26,,0,0,1,28,1003868
1938,Ed Cole,SLB,1,5,5.18,36,6,1,0,3,,,88.2,432,116,69,51,8,48,,5,1,1,26,1002415
1961,Bill Kunkel,KCA,3,4,5.18,58,2,0,0,4,,,88.2,396,103,58,51,11,32,2,0,8,0,46,1007210
1991,Matt Young,BOS,3,7,5.18,19,16,0,0,0,,,88.2,404,92,55,51,4,53,2,2,5,0,69,1014385
1929,Vic Sorrell,DET,14,15,5.18,36,31,13,1,1,,,226,1034,270,152,130,15,106,,2,5,0,81,1012283
1991,Dave Stewart,OAK,11,11,5.18,35,35,2,1,0,,,226,1014,245,135,130,24,105,1,9,13,0,144,1012519
1977,Pete Redfern,MIN,6,9,5.18,30,28,1,0,0,,,137.1,619,164,89,79,13,66,2,4,2,2,73,1010751
1931,Fay Thomas,CLE,2,4,5.18,16,2,1,0,0,,,48.2,231,63,34,28,2,32,,1,2,0,25,1012973
1979,Donnie Moore,CHC,1,4,5.18,39,1,0,0,1,,,73,330,95,46,42,8,25,7,2,3,0,43,1009102
1930,Tiny Chaplin,NYG,2,6,5.18,19,8,3,0,1,,,73,318,89,45,42,8,16,,4,0,0,20,1002140
1979,Joe Coleman,- - -,0,0,5.18,15,0,0,0,0,,,24.1,119,32,19,14,1,11,1,2,3,0,14,1002428
1988,Bill Laskey,CLE,1,0,5.18,17,0,0,0,1,,,24.1,110,32,16,14,0,6,0,0,0,3,17,1007367
1941,Monte Pearson,CIN,1,3,5.18,7,4,1,0,0,,,24.1,108,22,15,14,3,15,,0,0,0,8,1010111
1924,Tim McNamara,BSN,8,12,5.18,35,21,6,2,0,,,179,792,242,119,103,9,31,,3,2,1,35,1008661
1991,Scott Aldred,DET,2,4,5.18,11,11,1,0,0,,,57.1,253,58,37,33,9,30,2,0,3,1,35,1000115
1956,Jim Hughes,- - -,1,3,5.18,30,1,0,0,0,,,57.1,254,53,42,33,7,34,6,4,1,1,28,1006156
1944,Buck Ross,CHW,2,7,5.18,20,9,2,0,0,,,90.1,390,97,56,52,7,35,,2,3,0,20,1011224
1967,Hal Woodeshick,STL,2,1,5.18,36,0,0,0,2,,,41.2,199,41,29,24,2,28,9,3,3,0,20,1014215
1992,Tim Fortugno,CAL,1,1,5.18,14,5,1,1,1,,,41.2,177,37,24,24,5,19,0,0,2,1,31,1004240
1974,Danny Frisella,ATL,3,4,5.18,36,1,0,0,6,,,41.2,187,37,26,24,4,28,8,0,1,0,27,1004365
1894,Bert Abbey,CHI,2,7,5.18,11,11,10,0,0,,,92,,119,74,53,3,37,,0,0,0,24,1000006
1975,Bob Reynolds,- - -,0,5,5.19,33,0,0,0,5,,,50.1,227,62,33,29,9,18,2,1,4,0,32,1010863
1948,Willie Ramsdell,BRO,4,4,5.19,27,1,0,0,4,,,50.1,241,48,35,29,6,41,,3,2,0,34,1010683
1969,Ron Kline,- - -,1,6,5.19,43,0,0,0,4,,,59,278,77,40,34,8,28,8,1,1,0,29,1007004
1872,Rynie Wolters,CLE,3,6,5.19,12,8,5,0,0,,,76.1,,119,106,44,3,7,,,,0,4,1014201
1982,Alan Fowlkes,SFG,4,2,5.19,21,15,1,0,0,,,85,387,111,55,49,12,24,3,5,3,3,50,1004272
1929,Johnny Miljus,CLE,8,8,5.19,34,15,4,0,2,,,128.1,616,174,93,74,10,64,,3,3,0,42,1008866
1900,Jim Hughey,STL,5,7,5.19,20,12,11,0,0,,,112.2,,147,90,65,4,40,,6,5,0,23,1006155
1931,Hod Lisenbee,BOS,5,12,5.19,41,17,6,0,0,,,164.2,737,190,108,95,13,49,,3,2,0,42,1007651
1952,Willard Schmidt,STL,2,3,5.19,18,3,0,0,1,,,34.2,158,36,20,20,6,18,,2,1,0,30,1011589
1956,Larry Jansen,CIN,2,3,5.19,8,7,2,0,1,,,34.2,151,39,20,20,5,9,1,1,0,0,16,1006358
1923,George Grant,SLB,0,0,5.19,4,0,0,0,0,,,8.2,43,15,7,5,0,3,,0,0,0,2,1004948
1926,Lefty Thomas,WAS,0,0,5.19,6,0,0,0,0,,,8.2,44,8,7,5,0,10,,0,0,0,3,1012984
1929,Hod Lisenbee,BOS,0,0,5.19,5,0,0,0,0,,,8.2,40,10,5,5,1,4,,0,0,0,2,1007651
1945,Ernie Rudolph,BRO,1,0,5.19,7,0,0,0,0,,,8.2,45,12,10,5,1,7,,0,0,0,3,1011287
1957,Charlie Beamon,BAL,0,0,5.19,4,1,0,0,0,,,8.2,43,8,6,5,1,7,0,1,0,0,5,1000709
1983,Steve Comer,PHI,1,0,5.19,3,1,0,0,0,,,8.2,38,11,6,5,0,3,0,0,0,0,1,1002482
1990,Darren Holmes,LAD,0,1,5.19,14,0,0,0,0,,,17.1,77,15,10,10,1,11,3,0,1,0,19,95
1989,Clint Zavaras,SEA,1,6,5.19,10,10,0,0,0,,,52,231,49,33,30,4,30,1,2,1,0,31,1014423
1894,Bobby Wallace,CLE,2,1,5.19,4,3,2,0,0,,,26,,28,25,15,1,20,,0,4,0,10,1013542
1950,Mickey McDermott,BOS,7,3,5.19,38,15,4,0,5,,,130,609,119,80,75,8,124,,2,4,4,96,1008448
1954,Hal Jeffcoat,CHC,5,6,5.19,43,3,1,0,7,,,104,475,110,63,60,12,58,,4,0,0,35,1006377
1961,Ryne Duren,- - -,6,13,5.19,44,14,1,1,2,,,104,481,89,73,60,15,79,1,3,7,0,115,1003586
1969,Miguel Fuentes,SEA,1,3,5.19,8,4,1,0,0,,,26,118,29,15,15,1,16,1,0,0,0,14,1004383
1972,Tony Cloninger,STL,0,2,5.19,17,0,0,0,0,,,26,122,29,17,15,2,19,3,1,0,0,11,1002359
1910,Bob Spade,- - -,2,5,5.19,10,8,3,1,0,,,52,,69,43,30,2,26,,2,3,0,9,1012298
1982,Curt Kaufman,NYY,1,0,5.19,7,0,0,0,0,,,8.2,40,9,5,5,2,6,1,0,0,0,1,1006717
1991,Doug Simons,NYM,2,3,5.19,42,1,0,0,1,,,60.2,258,55,40,35,5,19,5,2,3,0,38,1011988
1992,Tim Crews,LAD,0,3,5.19,49,2,0,0,0,,,78,339,95,46,45,6,20,9,2,3,0,43,1002765
1979,Renie Martin,KCR,0,3,5.19,25,0,0,0,5,,,34.2,149,32,20,20,1,14,3,1,2,0,25,1008194
1897,Jim Gardner,PIT,5,5,5.19,14,11,8,0,0,,,95.1,,115,72,55,4,32,,9,2,0,35,1004527
1983,Bob Lacey,CAL,1,2,5.19,8,0,0,0,0,,,8.2,35,12,5,5,1,0,0,0,0,0,7,1007232
1920,Roy Sanders,SLB,1,1,5.19,8,1,0,0,0,,,17.1,82,20,10,10,1,17,,1,0,0,2,1011421
1960,Ted Sadowski,WAS,1,0,5.19,9,1,0,0,1,,,17.1,77,17,10,10,4,9,1,1,0,0,12,1011366
1964,Mike McCormick,BAL,0,2,5.19,4,2,0,0,0,,,17.1,81,21,10,10,1,8,0,0,1,0,13,1008420
1941,Lefty Hoerst,PHI,3,10,5.2,37,11,1,0,0,,,105.2,466,111,70,61,7,50,,1,4,0,33,1005896
1980,Dennis Lamp,CHC,10,14,5.2,41,37,2,1,0,,,202.2,921,259,123,117,16,82,7,1,10,0,83,1007284
1972,Steve Renko,MON,1,10,5.2,30,12,0,0,0,,,97,439,96,60,56,11,67,10,0,4,0,66,1010835
1991,Jim Acker,TOR,3,5,5.2,54,4,0,0,1,,,88.1,374,77,53,51,16,36,5,2,7,0,44,1000030
1978,Wilbur Wood,CHW,10,10,5.2,28,27,4,0,0,,,168,753,187,103,97,23,74,1,3,9,0,69,1014248
1964,Roy Face,PIT,3,3,5.2,55,0,0,0,4,,,79.2,343,82,48,46,11,27,10,1,3,0,63,1003891
1930,Ed Wells,NYY,12,3,5.2,27,21,7,0,0,,,150.2,679,185,91,87,11,49,,4,1,0,46,1013766
1942,Lefty Hoerst,PHI,4,16,5.2,33,22,5,0,1,,,150.2,684,162,99,87,11,78,,1,2,0,52,1005896
1945,Lee Pfund,BRO,3,2,5.2,15,10,2,0,0,,,62.1,298,69,51,36,4,35,,5,2,0,27,1010269
1970,Gary Ross,SDP,2,3,5.2,33,2,0,0,1,,,62.1,282,72,37,36,8,36,10,3,4,0,39,1011230
1915,Rube Bressler,PHA,4,17,5.2,32,20,7,1,0,,,178.1,,183,133,103,3,118,,7,7,0,69,1001398
1890,Jack Wadsworth,CLE,2,16,5.2,20,19,19,0,0,,,169.2,,202,139,98,6,81,,0,12,0,26,1013475
1913,Fred House,DET,1,2,5.2,19,2,0,0,0,,,53.2,,64,40,31,1,17,,1,2,0,16,1006058
1927,Joe Pate,PHA,0,3,5.2,32,0,0,0,6,,,53.2,249,67,36,31,3,21,,1,1,0,14,1010051
1961,Turk Farrell,- - -,8,7,5.2,55,0,0,0,10,,,98.2,460,117,64,57,15,49,15,2,10,0,90,1003950
1945,Rex Cecil,BOS,2,5,5.2,7,7,1,0,0,,,45,207,46,37,26,4,27,,0,2,1,30,1002098
1969,Lowell Palmer,PHI,2,8,5.2,26,9,1,1,0,,,90,407,91,54,52,12,47,7,6,4,0,68,1009974
1961,Johnny James,- - -,0,2,5.2,37,3,0,0,0,,,72.2,334,67,44,42,12,54,1,2,5,0,43,1006351
1950,Elmer Singleton,WAS,1,2,5.2,21,1,0,0,0,,,36.1,157,39,23,21,4,17,,0,4,0,19,1012009
1992,Walt Terrell,DET,7,10,5.2,36,14,1,0,0,,,136.2,611,163,86,79,14,48,10,3,3,0,61,1012924
1992,Wilson Alvarez,CHW,5,3,5.2,34,9,0,0,1,,,100.1,455,103,64,58,12,65,2,4,2,0,66,1193
1923,Dana Fillingim,BSN,1,9,5.2,35,12,1,0,0,,,100.1,463,141,74,58,6,36,,1,1,0,27,1004045
1887,Bill Stemmeyer,BSN,6,8,5.2,15,14,14,0,1,,,119.1,,138,107,69,4,41,,2,12,0,41,1012480
1889,Wild Bill Widner,COL,12,20,5.2,41,34,25,2,1,,,294,,368,241,170,11,85,,0,10,0,63,1013922
1989,Bob Sebra,- - -,2,3,5.2,21,5,0,0,1,,,55.1,263,65,36,32,8,28,3,7,2,1,35,1011709
1991,Rusty Meacham,DET,2,1,5.2,10,4,0,0,0,,,27.2,126,35,17,16,4,11,0,0,0,1,14,1008702
1982,Bob Owchinko,OAK,2,4,5.21,54,0,0,0,3,,,102,463,111,60,59,11,52,5,0,4,1,67,1009914
1975,Dick Lange,CAL,4,6,5.21,30,8,1,0,1,,,102,468,119,70,59,12,53,3,1,3,1,45,1007316
1941,Bob Harris,SLB,12,14,5.21,34,29,9,2,1,,,186.2,853,237,117,108,18,85,,2,5,0,57,1005400
1969,Horacio Pina,CLE,4,2,5.21,31,4,0,0,1,,,46.2,208,44,29,27,6,27,2,5,5,0,32,1010354
1974,Wayne Twitchell,PHI,6,9,5.21,25,18,2,0,0,,,112.1,526,122,71,65,11,65,7,7,4,1,72,1013244
1969,Don Shaw,MON,2,5,5.21,35,1,0,0,1,,,65.2,287,61,43,38,9,37,5,2,4,0,45,1011820
1920,George Uhle,CLE,4,5,5.21,27,6,2,0,1,,,84.2,381,98,52,49,3,29,,8,2,0,27,1013266
1939,Fred Hutchinson,DET,3,6,5.21,13,12,3,0,0,,,84.2,391,95,56,49,9,51,,0,1,0,22,1006238
1984,Neal Heaton,CLE,12,15,5.21,38,34,4,1,0,,,198.2,880,231,128,115,21,75,5,0,3,1,75,1005568
1889,Bill Day,PHI,0,3,5.21,4,3,2,0,0,,,19,,16,24,11,0,23,,0,1,0,20,1003094
1889,Pete Wood,PHI,1,1,5.21,3,2,2,0,0,,,19,,28,15,11,0,3,,0,0,0,8,1014230
1897,Charlie Gettig,NYG,1,1,5.21,3,2,2,0,0,,,19,,23,23,11,0,9,,2,2,0,7,1004645
1932,Jack Ogden,CIN,2,2,5.21,24,3,1,0,0,,,57,259,72,40,33,5,22,,0,2,0,20,1009743
1936,Monty Stratton,CHW,5,7,5.21,16,14,3,0,0,,,95,434,117,66,55,8,46,,1,3,0,37,1012602
1947,Ken Burkhart,STL,3,6,5.21,34,6,1,0,1,,,95,404,108,55,55,13,23,,4,3,1,44,1001693
1952,Joe Landrum,BRO,1,3,5.21,9,5,2,0,0,,,38,166,46,24,22,3,10,,1,0,0,17,1007302
1953,Cal Hogue,PIT,1,1,5.21,3,2,2,0,0,,,19,93,19,13,11,4,16,,1,1,0,10,1005932
1953,Clyde King,CIN,3,6,5.21,35,4,0,0,2,,,76,326,78,47,44,15,32,,2,1,0,21,1006925
1968,Hal Kurtz,CLE,1,0,5.21,28,0,0,0,1,,,38,169,37,24,22,2,15,6,5,4,0,16,1007216
1979,Jim Beattie,NYY,3,6,5.21,15,13,1,1,0,,,76,343,85,45,44,5,41,0,0,1,0,32,1000731
1983,Danny Jackson,KCR,1,1,5.21,4,3,0,0,0,,,19,87,26,12,11,1,6,0,0,0,0,9,1006295
1984,Bill Swaggerty,BAL,3,2,5.21,23,6,0,0,0,,,57,251,68,41,33,7,21,3,0,1,1,18,1012751
1924,Joe Genewich,BSN,10,19,5.21,34,27,11,2,1,,,200.1,888,258,136,116,4,65,,8,4,1,43,1004609
1948,Bill Kennedy,- - -,8,8,5.21,32,23,3,0,0,,,143.1,686,148,96,83,10,117,,5,5,0,89,1006834
1965,Ray Sadecki,STL,6,15,5.21,36,28,4,0,1,,,172.2,754,192,107,100,26,64,4,0,6,0,122,1011360
1954,Al Sima,- - -,2,6,5.21,34,8,1,0,3,,,86.1,395,112,56,50,10,34,,0,2,0,37,1011976
1989,Shane Rawley,MIN,5,12,5.21,27,25,1,0,0,,,145,638,167,89,84,19,60,1,0,6,0,68,1010719
1982,Frank Viola,MIN,4,10,5.21,22,22,3,1,0,,,126,543,152,77,73,22,38,2,0,4,1,84,1013435
1920,Elmer Jacobs,STL,4,8,5.21,23,9,1,0,1,,,77.2,359,91,56,45,2,33,,5,4,1,21,1006320
1924,George Lyons,SLB,3,2,5.21,26,6,2,0,0,,,77.2,359,97,52,45,2,45,,5,0,0,25,1007882
1985,Dennis Powell,LAD,1,1,5.22,16,2,0,0,1,,,29.1,133,30,19,17,7,13,3,1,3,0,19,1010484
1961,Hal Woodeshick,- - -,4,3,5.22,19,8,1,0,0,,,58.2,279,63,36,34,6,41,1,3,5,0,37,1014215
1938,Harry Boyles,CHW,0,4,5.22,9,2,1,0,1,,,29.1,147,31,27,17,2,25,,2,1,0,18,1001287
1959,Jim Bronstad,NYY,0,3,5.22,16,3,0,0,2,,,29.1,133,34,19,17,2,13,0,1,1,0,14,1001469
1934,Si Johnson,CIN,7,22,5.22,46,31,9,0,3,,,215.2,993,264,150,125,15,84,,7,4,1,89,1006502
1939,Bill Dietrich,CHW,7,8,5.22,25,19,2,0,0,,,127.2,560,134,81,74,14,56,,2,5,0,43,1003289
1895,Harry Staley,STL,6,13,5.22,23,16,13,0,0,,,158.2,,223,136,92,8,39,,0,0,0,28,1012389
1979,John Hiller,DET,4,7,5.22,43,0,0,0,9,,,79.1,372,83,47,46,14,55,7,0,4,0,46,1005817
1992,Eric King,DET,4,6,5.22,17,14,0,0,1,,,79.1,348,90,47,46,12,28,1,1,3,0,45,1006929
1890,Billy Gumbert,PIT,4,6,5.22,10,10,8,0,0,,,79.1,,96,71,46,0,31,,7,2,0,18,1005140
1930,Tommy Thomas,CHW,5,13,5.22,34,27,7,0,0,,,169,783,229,125,98,13,44,,1,0,0,58,1012996
1930,Joe Heving,NYG,7,5,5.22,41,2,0,0,6,,,89.2,398,109,57,52,7,27,,1,2,0,37,1005758
1961,Al Schroll,MIN,4,4,5.22,11,8,2,0,0,,,50,228,53,36,29,5,27,1,2,4,0,24,1011617
1889,Toad Ramsey,- - -,4,17,5.22,23,21,18,0,0,,,181,,219,181,105,7,81,,0,0,0,93,1010688
1986,Mark Knudson,- - -,1,6,5.22,13,8,0,0,0,,,60.1,273,70,38,35,12,20,6,1,2,0,29,1007065
1939,Bud Thomas,- - -,7,1,5.22,33,2,0,0,1,,,60.1,262,64,40,35,9,23,,0,4,0,14,1012966
1953,Saul Rogovin,CHW,7,12,5.22,22,19,4,1,1,,,131,583,151,82,76,17,48,,2,5,1,62,1011143
1911,Red Nelson,SLB,3,9,5.22,16,13,6,0,0,,,81,,103,68,47,1,44,,7,5,2,24,1009508
1962,Glen Hobbie,CHC,5,14,5.22,42,23,5,0,0,,,162,733,198,112,94,19,62,8,3,5,1,87,1005868
1918,Bill Upham,BSN,1,1,5.23,3,2,2,0,0,,,20.2,90,28,14,12,2,1,,0,0,0,8,1013288
1928,Bill Burwell,PIT,1,0,5.23,4,1,0,0,0,,,20.2,87,18,12,12,2,8,,0,0,0,2,1001740
1942,Andy Lapihuska,PHI,0,2,5.23,3,2,0,0,0,,,20.2,94,17,13,12,0,13,,2,2,0,8,1007337
1946,Herman Besse,PHA,0,2,5.23,7,3,0,0,1,,,20.2,89,19,12,12,1,9,,0,0,0,10,1000923
1902,Oscar Streit,CLE,0,7,5.23,8,7,4,0,0,,,51.2,,72,54,30,3,25,,3,2,0,10,1012608
1971,Ron Herbel,ATL,0,1,5.23,25,0,0,0,1,,,51.2,236,61,31,30,6,23,1,4,6,0,22,1005685
1986,Dave Tomlin,MON,0,0,5.23,7,0,0,0,0,,,10.1,52,13,8,6,1,7,2,1,1,0,6,1013110
1984,Mike Smith,CIN,1,0,5.23,8,0,0,0,0,,,10.1,47,12,6,6,1,5,0,0,1,0,7,1012182
1988,Frank Wills,TOR,0,0,5.23,10,0,0,0,0,,,20.2,89,22,12,12,2,6,2,0,1,0,19,1014051
1979,Butch Edge,TOR,3,4,5.23,9,9,1,0,0,,,51.2,240,60,32,30,6,24,1,1,4,0,19,1003672
1984,Tim Conroy,OAK,1,6,5.23,38,14,0,0,0,,,93,417,82,58,54,11,63,0,2,8,1,69,1002543
1980,Ken Schrom,TOR,1,0,5.23,17,0,0,0,1,,,31,140,32,18,18,2,19,3,0,0,0,13,1011620
1982,Mike Torrez,BOS,9,9,5.23,31,31,1,0,0,,,175.2,782,196,107,102,20,74,1,6,4,0,84,1013134
1910,Chick Evans,BSN,1,1,5.23,13,1,0,0,2,,,31,,28,19,18,1,27,,3,3,0,12,1003863
1978,Jim Lonborg,PHI,8,10,5.23,22,22,1,0,0,,,113.2,505,132,69,66,16,45,1,2,4,0,48,1007724
1985,Burt Hooton,TEX,5,8,5.23,29,20,2,0,0,,,124,546,149,78,72,18,40,2,0,2,0,62,1006005
1987,Storm Davis,- - -,3,8,5.23,26,15,0,0,0,,,93,420,98,61,54,8,47,6,2,9,1,65,1003080
1982,Mark Littell,STL,0,1,5.23,16,0,0,0,0,,,20.2,98,22,14,12,1,15,5,0,5,0,7,1007657
1992,Paul Gibson,NYM,0,1,5.23,43,1,0,0,0,,,62,273,70,37,36,7,25,0,0,1,0,49,1004671
1986,Ray Fontenot,- - -,3,5,5.23,57,0,0,0,2,,,72.1,322,84,49,42,8,25,3,2,6,1,34,1004207
1974,Jim Hughes,MIN,0,2,5.23,2,2,1,0,0,,,10.1,42,8,8,6,2,4,0,0,1,1,8,1006157
1975,Ike Brookens,DET,0,0,5.23,3,0,0,0,0,,,10.1,46,11,6,6,3,5,0,1,1,0,8,1001473
1982,Neal Heaton,CLE,0,2,5.23,8,4,0,0,0,,,31,142,32,21,18,1,16,0,0,4,0,14,1005568
1987,Roy Thomas,SEA,1,0,5.23,8,0,0,0,0,,,20.2,92,23,12,12,2,11,0,1,2,1,14,1012993
1974,Jim Kremmel,CHC,0,2,5.23,23,2,0,0,0,,,31,147,37,21,18,3,18,0,1,4,2,22,1007157
1983,Kevin Hickey,CHW,1,2,5.23,23,0,0,0,5,,,20.2,98,23,14,12,5,11,2,0,1,0,8,1005771
1932,Johnny Welch,BOS,4,6,5.23,20,8,3,1,0,,,72.1,343,93,46,42,3,38,,3,2,0,26,1013756
1969,Pedro Ramos,- - -,4,4,5.23,43,0,0,0,2,,,72.1,325,81,45,42,10,24,11,5,0,1,44,1010681
1938,Johnny Humphries,CLE,9,8,5.23,45,6,1,0,6,,,103.1,470,105,69,60,6,63,,1,1,1,56,1006186
1906,Jimmy Wiggs,DET,0,0,5.23,4,1,0,0,0,,,10.1,,11,9,6,1,7,,2,1,0,7,1013932
1920,Hod Leverette,SLB,0,2,5.23,3,2,0,0,0,,,10.1,48,9,6,6,1,12,,0,0,0,0,1007565
1932,Leo Mangum,BSN,0,0,5.23,7,0,0,0,0,,,10.1,54,17,8,6,1,0,,0,0,0,3,1008057
1946,Junior Walsh,PIT,0,1,5.23,4,2,0,0,0,,,10.1,49,9,6,6,0,10,,1,0,0,2,1013579
1969,Gary Taylor,DET,0,1,5.23,7,0,0,0,0,,,10.1,47,10,6,6,2,6,0,0,0,0,3,1012872
1986,Tim Conroy,STL,5,11,5.23,25,21,1,0,0,,,115.1,513,122,72,67,15,56,7,3,7,0,79,1002543
1948,Dave Ferriss,BOS,7,3,5.23,31,9,1,0,3,,,115.1,518,127,71,67,7,61,,7,0,0,30,1004012
1979,Wayne Garland,CLE,4,10,5.23,18,14,2,0,0,,,94.2,431,120,70,55,11,34,2,3,3,0,40,1004538
1933,Jumbo Brown,NYY,7,5,5.23,21,8,1,0,0,,,74,349,78,48,43,3,52,,0,2,0,55,1001533
1970,Ken Wright,KCR,1,2,5.23,47,0,0,0,3,,,53.1,231,49,33,31,2,29,0,7,2,1,30,1014286
1952,Bill Werle,- - -,1,2,5.23,24,0,0,0,1,,,43,189,49,28,25,7,16,,1,0,0,24,1013786
1962,Gaylord Perry,SFG,3,1,5.23,13,7,1,0,0,,,43,195,54,29,25,3,14,2,0,3,0,20,1010210
1991,Shawn Boskie,CHC,4,9,5.23,28,20,0,0,0,,,129,582,150,78,75,14,52,4,5,1,1,62,1001213
1992,Shawn Hillegas,- - -,1,8,5.23,26,9,1,1,0,,,86,385,104,57,50,13,37,2,0,2,0,49,1005818
1977,Jack Billingham,CIN,10,10,5.23,36,23,3,2,0,,,161.2,724,195,105,94,16,56,9,10,7,0,76,1000970
1985,Jim Winn,PIT,3,6,5.23,30,7,0,0,0,,,75.2,326,77,45,44,4,31,2,2,5,2,22,1014140
1930,Roy Sherid,NYY,12,13,5.23,37,21,8,0,4,,,184,848,214,121,107,13,87,,5,7,0,59,1011874
1927,Bob McGraw,- - -,4,6,5.23,19,13,4,1,0,,,98,441,126,70,57,4,32,,0,2,0,39,1008540
1953,Bobo Holloman,SLB,3,7,5.23,22,10,1,1,0,,,65.1,305,69,41,38,2,50,,1,2,1,25,1005963
1953,Ray Herbert,DET,4,6,5.24,43,3,0,0,6,,,87.2,406,109,58,51,5,46,,0,6,0,37,1005684
1978,Jim Colborn,- - -,4,12,5.24,28,22,3,0,0,,,142.2,630,156,95,83,25,50,2,8,2,1,34,1002409
1991,Tom Bolton,BOS,8,9,5.24,25,19,0,0,0,,,110,499,136,72,64,16,51,2,1,3,0,64,1001155
1933,Elden Auker,DET,3,3,5.24,15,6,2,1,0,,,55,251,63,34,32,3,25,,2,0,0,17,1000366
1975,Bill Gogolewski,CHW,0,0,5.24,19,0,0,0,2,,,55,245,61,35,32,5,28,3,1,0,0,37,1004802
1976,Oscar Zamora,CHC,5,3,5.24,40,2,0,0,3,,,55,248,70,34,32,8,17,6,1,1,1,27,1014416
1979,Wayne Twitchell,- - -,5,5,5.24,37,4,0,0,0,,,77.1,358,66,55,45,8,65,8,6,4,1,49,1013244
1975,Dave McNally,MON,3,6,5.24,12,12,0,0,0,,,77.1,358,88,50,45,8,36,4,4,3,1,36,1008655
1951,Bob Schultz,CHC,3,6,5.24,17,10,2,0,0,,,77.1,355,75,51,45,9,51,,2,3,0,27,1011626
1965,Wes Stock,KCA,0,4,5.24,62,2,0,0,4,,,99.2,436,96,62,58,18,40,2,4,1,0,52,1012553
1989,Randy St. Claire,MIN,1,0,5.24,14,0,0,0,1,,,22.1,98,19,13,13,4,10,2,2,1,0,14,1012443
1990,Bert Blyleven,CAL,8,7,5.24,23,23,2,0,0,,,134,578,163,85,78,15,25,0,7,6,0,69,1001098
1991,Gerald Alexander,TEX,5,3,5.24,30,9,0,0,0,,,89.1,402,93,56,52,11,48,7,3,3,1,50,1000124
1988,Guy Hoffman,TEX,0,0,5.24,11,0,0,0,0,,,22.1,99,22,14,13,5,8,0,1,1,0,9,1005906
1920,Adrian Lynch,SLB,2,0,5.24,5,3,1,0,0,,,22.1,109,23,15,13,1,17,,1,1,0,8,1007860
1928,Bonnie Hollingsworth,BSN,0,2,5.24,7,2,0,0,0,,,22.1,106,30,19,13,2,13,,0,0,0,10,1005956
1932,Art Herring,DET,1,2,5.24,12,0,0,0,2,,,22.1,105,25,18,13,2,15,,1,1,0,12,1005726
1970,Gene Garber,PIT,0,3,5.24,14,0,0,0,0,,,22.1,94,22,13,13,4,10,1,2,0,0,7,1004493
1926,Jesse Barnes,BRO,10,11,5.24,31,24,10,1,1,,,158,692,204,104,92,6,35,,2,0,0,29,1000566
1990,Walt Terrell,- - -,8,11,5.24,29,28,0,0,0,,,158,710,184,98,92,20,57,4,12,7,2,64,1012924
1945,Cookie Cuccurullo,PIT,1,3,5.24,29,4,0,0,1,,,56.2,263,68,41,33,2,34,,1,1,0,17,1002849
1987,Chris Bosio,MIL,11,8,5.24,46,19,2,1,2,,,170,734,187,103,99,18,50,3,1,13,2,150,1001212
1978,Stan Perzanowski,MIN,2,7,5.24,13,7,1,0,1,,,56.2,252,59,37,33,1,26,0,4,2,0,31,1010218
1984,Pete Ladd,MIL,4,9,5.24,54,1,0,0,3,,,91,397,94,58,53,16,38,6,1,2,0,75,1007245
