Season,Name,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,playerid
1973,Pepe Frias,100,243,0,19,22,1,4.10%,9.90%,0.053,0.257,0.231,0.266,0.284,0.25,,47,-0.9,-15.8,6.9,-0.2,1004346
2002,Masato Yoshii,31,44,0,2,0,0,6.80%,29.50%,0.029,0.091,0.057,0.154,0.086,0.128,,-38,0,-7.6,4.4,-0.2,807
2000,Trace Coquillette,34,67,1,6,8,0,10.40%,28.40%,0.119,0.275,0.203,0.284,0.322,0.273,,53,0,-4.3,0.2,-0.2,1002606
2002,Bartolo Colon,17,43,0,1,3,0,0.00%,46.50%,0,0.25,0.128,0.146,0.128,0.127,,-38,0,-7.4,4.3,-0.2,375
2014,Nate Schierholtz,23,42,1,3,4,0,4.80%,19.00%,0.15,0.258,0.225,0.262,0.375,0.28,,75,-0.2,-1.4,-1.5,-0.2,6201
1970,Fred Whitfield,4,16,0,0,0,0,6.30%,18.80%,0,0.083,0.067,0.125,0.067,0.101,,-47,0,-2.9,0.8,-0.2,1013898
1990,Moises Alou,14,16,0,4,0,0,0.00%,18.80%,0.133,0.25,0.2,0.2,0.333,0.231,,38,0,-1.2,-1.1,-0.2,261
2007,Felipe Lopez,154,671,9,70,50,24,7.90%,16.20%,0.106,0.283,0.245,0.308,0.352,0.294,,75,-3.6,-25.4,1.4,-0.2,1311
1995,Tom Foley,11,26,0,2,2,1,7.70%,15.40%,0.083,0.25,0.208,0.269,0.292,0.257,,47,0.2,-1.5,-1.1,-0.2,1004200
1988,Johnny Paredes,35,104,1,6,10,5,8.70%,16.30%,0.055,0.219,0.187,0.282,0.242,0.252,,57,0.2,-4.6,-0.3,-0.2,1009991
1974,Jim Northrup,21,59,2,3,8,0,8.50%,15.30%,0.13,0.256,0.241,0.305,0.37,0.307,,84,0,-1.1,-2.6,-0.2,1009641
2013,Ross Ohlendorf,16,19,0,0,1,0,5.30%,57.90%,0,0,0,0.063,0,0.043,,-91,0,-4.1,1.9,-0.2,8268
2010,Willy Taveras,27,37,0,7,4,1,5.40%,16.20%,0.057,0.241,0.2,0.243,0.257,0.227,,33,-0.7,-3.7,0.9,-0.2,1876
2015,Reed Johnson,17,24,0,0,3,0,0.00%,25.00%,0.045,0.294,0.227,0.25,0.273,0.229,,38,-0.2,-1.9,-0.5,-0.2,1702
2009,Ross Detwiler,15,19,0,1,1,0,0.00%,63.20%,0,0.143,0.053,0.053,0.053,0.047,,-92,0,-4.5,2.1,-0.2,2859
2019,Wilmer Difo,43,144,2,15,8,0,8.30%,20.10%,0.061,0.31,0.252,0.315,0.313,0.27,,61,-0.3,-7.8,1.2,-0.2,14320
2009,Garrett Mock,28,26,0,1,0,0,0.00%,50.00%,0,0.2,0.087,0.087,0.087,0.078,,-71,0,-5.5,2.8,-0.2,7335
1988,Jeff Reed,43,138,0,10,9,1,9.40%,15.90%,0.057,0.265,0.22,0.292,0.276,0.261,,64,0.1,-5.3,-0.9,-0.2,1010770
2002,Lou Collier,13,14,0,3,0,0,7.10%,21.40%,0.091,0.125,0.091,0.231,0.182,0.166,,-13,0.3,-1.7,-0.6,-0.2,1438
2018,Miguel Montero,4,13,0,0,0,0,15.40%,23.10%,0,0,0,0.154,0,0.057,,-78,0.1,-2.7,0.5,-0.2,3364
1987,Nelson Norman,1,4,0,0,0,0,0.00%,25.00%,0,0,0,0,0,0,,-100,0,-1.1,-1,-0.2,1009634
1992,Bob Natal,5,7,0,0,0,0,14.30%,14.30%,0,0,0,0.143,0,0.101,,-48,0,-1.1,-0.9,-0.2,1009461
1999,Ryan McGuire,88,171,2,17,18,1,15.80%,19.30%,0.121,0.276,0.221,0.347,0.343,0.319,,82,-0.2,-4.4,-3.2,-0.2,155
2005,Deivi Cruz,20,54,0,2,1,0,1.90%,5.60%,0.02,0.271,0.255,0.283,0.275,0.252,,51,-0.4,-3.8,0.1,-0.2,1025
1988,Herm Winningham,47,103,0,10,6,4,11.70%,17.50%,0.044,0.288,0.233,0.32,0.278,0.277,,75,-1.2,-4,-1,-0.2,1014139
2003,Jamey Carroll,105,260,1,31,10,5,7.30%,15.00%,0.066,0.307,0.26,0.323,0.326,0.293,,70,-1.3,-11.3,0.8,-0.2,1591
1982,Brad Gulden,5,7,0,1,0,0,14.30%,14.30%,0,0,0,0.143,0,0.101,,-49,0,-1.2,-0.9,-0.2,1005133
2007,Jason Simontacchi,13,20,0,1,0,0,0.00%,25.00%,0,0.071,0.053,0.053,0.053,0.047,,-84,0,-4.8,2.2,-0.2,1181
1990,Wallace Johnson,47,57,1,6,5,1,12.30%,10.50%,0.082,0.167,0.163,0.281,0.245,0.239,,44,0.2,-3.6,-0.2,-0.2,1006513
2011,John Lannan,33,65,1,3,5,0,4.60%,36.90%,0.053,0.125,0.088,0.133,0.14,0.129,,-31,0,-9.8,6,-0.2,7080
2004,Rocky Biddle,47,14,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,,-100,0,-4,1.5,-0.2,223
1995,Tavo Alvarez,8,14,0,1,0,0,0.00%,28.60%,0,0,0,0,0,0,,-100,0,-3.9,1.4,-0.2,1000200
1979,Jim Mason,40,78,0,3,6,0,9.00%,20.50%,0.099,0.236,0.183,0.256,0.282,0.242,,46,-0.8,-5.8,1.3,-0.2,1008220
1976,Larry Johnson,6,14,0,0,0,0,0.00%,14.30%,0.077,0.182,0.154,0.154,0.231,0.174,,-1,0,-1.6,-0.8,-0.2,1006480
2013,Jordan Zimmermann,32,73,0,4,2,0,1.40%,27.40%,0.015,0.174,0.123,0.134,0.138,0.122,,-37,0,-11.2,7.2,-0.2,4505
2000,Charlie O'Brien,9,21,1,1,2,0,9.50%,33.30%,0.211,0.273,0.211,0.286,0.421,0.286,,61,0,-1.1,-1.6,-0.2,1009685
1973,Bernie Allen,16,56,2,5,9,0,8.90%,7.10%,0.14,0.159,0.18,0.255,0.32,0.258,,53,0,-3,-0.7,-0.2,1000132
2006,Mike O'Connor,21,33,0,2,1,0,3.00%,54.50%,0,0.154,0.065,0.094,0.065,0.078,,-66,0,-7.2,3.9,-0.2,6457
2018,Jeremy Hellickson,19,35,0,0,1,0,0.00%,37.10%,0.031,0.105,0.063,0.063,0.094,0.066,,-72,0,-7.3,4.2,-0.2,4371
1991,Chris Haney,16,29,0,1,1,0,0.00%,10.30%,0,0.087,0.077,0.077,0.077,0.07,,-68,0,-5.5,2.6,-0.2,192
1991,Nelson Santovenia,41,102,2,7,14,0,2.00%,17.60%,0.115,0.275,0.25,0.255,0.365,0.262,,63,0,-4.3,-1,-0.2,1011445
2007,Tim Redding,15,29,0,1,2,0,0.00%,37.90%,0.036,0.118,0.071,0.071,0.107,0.077,,-65,0,-6.2,3.1,-0.2,573
2010,Scott Olsen,17,28,0,0,0,0,0.00%,42.90%,0,0.167,0.083,0.083,0.083,0.075,,-68,0,-5.7,2.8,-0.2,4529
2008,Johnny Estrada,23,55,0,0,4,0,1.80%,7.30%,0,0.184,0.17,0.2,0.17,0.173,,-6,0.1,-7.3,3.4,-0.2,955
2013,Chris Marrero,8,16,0,0,1,0,0.00%,25.00%,0,0.167,0.125,0.125,0.125,0.111,,-44,0.1,-2.5,0.1,-0.2,2852
1976,Don Carrithers,35,40,0,1,0,0,0.00%,32.50%,0.054,0.167,0.108,0.108,0.162,0.121,,-35,0,-6,2.9,-0.2,1001992
2004,Maicer Izturis,32,121,1,10,4,4,8.30%,16.50%,0.112,0.244,0.206,0.286,0.318,0.268,,52,0.6,-6.8,0.6,-0.2,2437
1992,Steve Lyons,16,15,0,2,1,1,6.70%,20.00%,0,0.3,0.231,0.286,0.231,0.246,,52,-0.6,-1.4,-1.1,-0.2,1007886
2008,Emilio Bonifacio,41,174,0,26,12,6,8.00%,23.60%,0.096,0.328,0.248,0.305,0.344,0.288,,70,0.9,-5.8,-2,-0.2,4054
2006,Jose Guillen,69,268,9,28,40,1,5.60%,17.90%,0.183,0.228,0.216,0.276,0.398,0.284,,68,0.3,-10.7,-0.5,-0.2,57
1989,Bryn Smith,33,79,0,4,4,0,8.90%,29.10%,0.016,0.103,0.065,0.159,0.081,0.13,,-26,0,-10.9,6.5,-0.2,1012104
2019,Adrian Sanchez,28,32,0,3,1,0,3.10%,31.30%,0,0.333,0.226,0.25,0.226,0.212,,23,0.3,-3,-0.3,-0.2,11338
2010,Willie Harris,132,262,10,25,32,5,12.60%,22.90%,0.179,0.199,0.183,0.291,0.362,0.294,,78,0.8,-6.1,-3.9,-0.2,236
2003,Endy Chavez,141,526,5,66,47,18,5.90%,11.20%,0.104,0.275,0.251,0.294,0.354,0.283,,63,2.2,-22.5,3,-0.2,768
2010,Stephen Strasburg,12,22,0,0,1,0,0.00%,31.80%,0,0.077,0.05,0.05,0.05,0.045,,-88,0,-5,2.2,-0.2,10131
2000,Mike Thurman,17,32,0,3,0,0,6.30%,53.10%,0,0.143,0.042,0.115,0.042,0.09,,-64,0,-7.1,3.7,-0.2,852
1998,Ray Holbert,2,5,0,0,0,0,0.00%,20.00%,0,0,0,0,0,0,,-100,0,-1.4,-1,-0.2,1005937
2011,Brian Bixler,79,94,0,9,2,4,7.40%,20.20%,0.06,0.266,0.205,0.267,0.265,0.227,,37,-0.4,-7.3,2.4,-0.2,8055
2013,Scott Hairston,33,62,2,5,7,0,3.20%,30.60%,0.155,0.289,0.224,0.246,0.379,0.27,,67,0.2,-2.1,-1.8,-0.2,1926
1973,Pepe Mangual,33,70,3,9,7,2,8.60%,25.70%,0.21,0.19,0.177,0.246,0.387,0.284,,69,-1.1,-3.6,-0.7,-0.2,1008058
2019,Raudy Read,6,11,0,0,0,0,0.00%,45.50%,0,0.167,0.091,0.091,0.091,0.079,,-64,-0.1,-2.5,-0.2,-0.2,15766
2006,Matthew LeCroy,39,80,2,5,9,0,13.80%,21.30%,0.134,0.286,0.239,0.35,0.373,0.325,,95,-1.5,-2,-3,-0.2,1456
1980,Charlie Lea,21,39,0,1,1,0,2.60%,28.20%,0.054,0.111,0.081,0.103,0.135,0.107,,-46,0,-6.4,3,-0.2,1007423
2019,Patrick Corbin,33,72,0,3,4,0,4.20%,37.50%,0.015,0.158,0.092,0.132,0.108,0.112,,-42,0,-13.5,8.9,-0.2,9323
1996,Pedro Martinez,33,85,0,5,4,0,4.70%,34.10%,0.016,0.171,0.094,0.159,0.109,0.136,,-32,0,-14.2,9.2,-0.2,200
1986,Joe Hesketh,15,28,0,0,0,0,7.10%,64.30%,0,0,0,0.08,0,0.056,,-79,0,-5.8,2.7,-0.2,1005747
1981,Brad Mills,17,23,0,3,1,0,8.70%,4.30%,0.048,0.25,0.238,0.304,0.286,0.259,,59,0,-1,-2,-0.2,1008952
1981,Dan Briggs,9,11,0,0,0,0,0.00%,27.30%,0,0.125,0.091,0.091,0.091,0.083,,-59,-0.4,-2.3,-0.1,-0.2,1001426
1970,Mike Wegener,25,35,0,1,2,0,0.00%,40.00%,0,0.2,0.118,0.118,0.118,0.107,,-43,0,-6.2,2.8,-0.2,1013726
1998,Mark Grudzielanek,105,435,8,51,41,11,4.80%,11.50%,0.104,0.295,0.275,0.323,0.379,0.312,,85,0,-8.3,-7.5,-0.2,653
1969,Garry Jestadt,6,6,0,1,1,0,0.00%,0.00%,0,0,0,0,0,0,,-100,0,-1.5,-1,-0.2,1006403
2019,Anibal Sanchez,30,56,0,1,1,0,0.00%,42.90%,0,0.214,0.115,0.115,0.115,0.1,,-50,0,-11.1,6.9,-0.2,3284
2006,Bernie Castro,42,120,0,18,10,7,7.50%,15.00%,0.064,0.272,0.227,0.286,0.291,0.26,,53,1.2,-6.2,-0.3,-0.2,2096
2001,Milton Bradley,67,242,1,19,19,7,7.90%,25.60%,0.114,0.306,0.223,0.288,0.336,0.277,,58,-0.3,-13.7,3.3,-0.2,369
1973,Jim Cox,9,17,0,1,0,0,5.90%,23.50%,0.067,0.182,0.133,0.188,0.2,0.183,,3,0,-1.9,-0.9,-0.2,1002703
1971,Ron Brand,47,61,0,3,1,1,4.90%,8.20%,0,0.235,0.214,0.254,0.214,0.221,,32,-0.2,-4.7,0.7,-0.2,1001351
2017,Gio Gonzalez,32,75,0,3,5,0,5.30%,38.70%,0,0.162,0.091,0.143,0.091,0.115,,-42,0,-13.8,8.9,-0.2,7448
1978,Tom Hutton,39,69,0,4,5,0,14.50%,7.20%,0.051,0.222,0.203,0.319,0.254,0.266,,64,0,-2.8,-1.7,-0.2,1006246
1986,Wayne Krenchicki,101,247,2,21,23,2,8.90%,13.00%,0.072,0.27,0.24,0.306,0.312,0.278,,72,-1.2,-9.3,-0.9,-0.2,1007158
1980,Fred Norman,48,22,0,1,0,0,0.00%,18.20%,0,0.063,0.05,0.05,0.05,0.045,,-89,0,-4.6,1.7,-0.2,1009632
1970,Jim Qualls,9,9,0,1,1,0,0.00%,0.00%,0,0.111,0.111,0.111,0.111,0.101,,-47,0,-1.6,-1,-0.2,1010587
1999,Jose Fernandez,8,25,0,0,1,0,4.00%,28.00%,0.083,0.294,0.208,0.24,0.292,0.237,,30,0,-2.4,-1,-0.2,1003998
2006,Robert Fick,60,141,2,14,9,1,7.10%,17.00%,0.078,0.314,0.266,0.324,0.344,0.297,,77,-0.7,-5,-2.3,-0.2,466
2002,Peter Bergeron,31,148,0,24,7,10,14.90%,29.70%,0.057,0.291,0.187,0.31,0.244,0.265,,53,2.9,-5.7,-1.5,-0.2,763
2012,Gio Gonzalez,32,75,1,2,4,0,1.30%,33.30%,0.063,0.128,0.094,0.106,0.156,0.114,,-40,0,-12.5,7.9,-0.2,7448
1995,Tim Laker,64,158,3,17,20,0,8.90%,24.10%,0.135,0.297,0.234,0.306,0.369,0.292,,70,-0.5,-6.4,-1.4,-0.2,1681
1978,Bob Reece,9,11,0,2,3,0,0.00%,36.40%,0.091,0.286,0.182,0.182,0.273,0.202,,21,0,-1,-1.8,-0.2,1010759
1993,Jeff Fassero,56,38,0,3,0,0,2.60%,60.50%,0.031,0.222,0.063,0.091,0.094,0.088,,-58,0,-7.4,3.7,-0.2,279
1978,Stan Papi,67,167,0,15,11,0,6.00%,16.80%,0.072,0.28,0.23,0.285,0.303,0.269,,66,0,-6.3,-1.6,-0.2,1009986
1982,Tim Blackwell,23,45,0,2,3,0,6.70%,24.40%,0.095,0.258,0.19,0.244,0.286,0.241,,48,0,-2.6,-1.3,-0.2,1001022
1992,Tim Laker,28,48,0,8,4,1,4.20%,29.20%,0.065,0.313,0.217,0.25,0.283,0.244,,51,-0.2,-2.8,-1.1,-0.2,1681
2020,Carter Kieboom,33,122,0,15,9,0,13.90%,27.00%,0.01,0.299,0.202,0.344,0.212,0.275,,67,-1.8,-6.9,1.1,-0.2,19958
1990,Chris Nabholz,11,24,0,1,0,0,4.20%,37.50%,0,0,0,0.045,0,0.032,,-93,0,-5.4,2.2,-0.2,1009431
1987,Herm Winningham,137,386,4,34,41,29,8.80%,17.60%,0.11,0.283,0.239,0.304,0.349,0.283,,69,1.4,-13.8,-2,-0.3,1014139
1987,Pascual Perez,12,25,0,3,0,0,0.00%,32.00%,0,0.063,0.042,0.042,0.042,0.037,,-93,0,-6.1,2.7,-0.3,1010185
1983,Charlie Lea,33,84,0,6,3,0,2.40%,34.50%,0.014,0.195,0.114,0.139,0.129,0.126,,-30,0,-12.6,7.5,-0.3,1007423
1976,Steve Rogers,35,81,0,2,4,1,1.20%,29.60%,0,0.22,0.149,0.16,0.149,0.145,,-20,0.2,-10.6,5.8,-0.3,1011138
1987,Luis Rivera,18,33,0,0,1,0,3.00%,24.20%,0.063,0.208,0.156,0.182,0.219,0.179,,0,0,-4.2,0.5,-0.3,1011003
1995,Kirk Rueter,9,18,0,0,1,0,0.00%,33.30%,0,0,0,0,0,0,,-100,0,-5.1,1.8,-0.3,1128
1986,Randy Hunt,21,54,2,4,5,0,9.30%,29.60%,0.125,0.267,0.208,0.283,0.333,0.265,,63,0,-2.3,-2,-0.3,1006211
1998,Mike Thurman,14,27,0,1,0,0,7.40%,63.00%,0,0,0,0.08,0,0.057,,-83,0,-6.3,2.8,-0.3,852
2007,Tony Batista,80,118,2,10,16,0,10.20%,11.90%,0.089,0.276,0.257,0.347,0.347,0.306,,83,-2.3,-4.9,-1.6,-0.3,124
2002,Matt Cepicky,32,78,3,7,15,0,5.10%,26.90%,0.162,0.26,0.216,0.256,0.378,0.271,,57,0.8,-3.4,-1.7,-0.3,1562
1986,Andy McGaffigan,50,38,0,0,1,0,2.60%,47.40%,0,0.133,0.061,0.088,0.061,0.074,,-67,0,-7.4,3.7,-0.3,1008497
1982,Bill Gullickson,34,92,0,5,6,0,1.10%,23.90%,0.037,0.167,0.122,0.133,0.159,0.132,,-27,0,-13.2,7.7,-0.3,1005136
2005,John Patterson,31,68,0,2,0,0,0.00%,33.80%,0.051,0.167,0.102,0.117,0.153,0.119,,-37,0,-11.7,6.9,-0.3,71
1977,Jerry White,16,22,0,4,1,1,4.50%,13.60%,0,0.222,0.19,0.227,0.19,0.196,,14,0.2,-2.1,-1.2,-0.3,1013880
1993,Cliff Floyd,10,31,1,3,2,0,0.00%,29.00%,0.097,0.286,0.226,0.226,0.323,0.242,,42,0,-2.2,-1.5,-0.3,518
1986,Rene Gonzales,11,28,0,1,0,0,7.10%,25.00%,0,0.158,0.115,0.179,0.115,0.147,,-17,-0.8,-4.6,1.2,-0.3,1004844
1970,Dan McGinn,52,38,0,2,1,0,0.00%,36.80%,0,0.19,0.114,0.114,0.114,0.104,,-45,0,-6.8,3.1,-0.3,1008523
1998,Da Rond Stovall,62,84,2,11,6,1,7.10%,34.50%,0.128,0.298,0.205,0.262,0.333,0.265,,54,0.2,-4.7,-0.6,-0.3,1012583
1971,Ernie McAnally,31,65,1,6,5,0,1.50%,33.80%,0.05,0.158,0.117,0.129,0.167,0.135,,-25,0,-8.9,4.5,-0.3,1008325
1993,Joe Siddall,19,21,0,0,1,0,4.80%,23.80%,0.05,0.133,0.1,0.143,0.15,0.109,,-44,0,-3.7,0.4,-0.3,1011947
1977,Stan Papi,13,44,0,5,4,1,2.30%,20.50%,0.093,0.294,0.233,0.25,0.326,0.255,,52,0.2,-2.3,-1.7,-0.3,1009986
1987,Dennis Martinez,22,53,0,5,3,0,5.70%,32.10%,0,0.103,0.065,0.122,0.065,0.098,,-53,0,-10.2,5.7,-0.3,1008161
2004,Zach Day,19,32,1,1,1,0,0.00%,53.10%,0.103,0,0.034,0.034,0.138,0.068,,-79,0,-7.4,3.5,-0.3,1496
2000,Yohanny Valera,7,13,0,1,1,0,7.70%,38.50%,0,0,0,0.167,0,0.123,,-43,0,-2.5,-0.8,-0.3,1013332
2018,Gio Gonzalez,27,47,0,1,0,0,0.00%,57.40%,0.023,0.176,0.068,0.068,0.091,0.068,,-70,0,-9.8,5.7,-0.3,7448
2008,Pete Orr,49,79,0,10,7,1,2.50%,20.30%,0.053,0.322,0.253,0.282,0.307,0.264,,54,0.5,-4,-1.2,-0.3,2748
2009,Elijah Dukes,107,416,8,38,58,3,11.10%,17.80%,0.143,0.291,0.25,0.337,0.393,0.323,,94,-2.1,-5.3,-10.5,-0.3,4946
2008,Jesus Flores,90,324,8,23,59,0,4.60%,24.10%,0.146,0.315,0.256,0.296,0.402,0.304,,80,-3.7,-11.9,-1.2,-0.3,4166
1981,Rowland Office,26,44,0,4,0,0,9.10%,13.60%,0,0.206,0.175,0.25,0.175,0.21,,26,0,-3.6,-0.3,-0.3,1009741
1972,Ernie McAnally,29,61,0,4,3,0,3.30%,27.90%,0.019,0.162,0.113,0.143,0.132,0.13,,-25,0,-8.3,4,-0.3,1008325
2000,Tony Armas Jr.,17,30,0,1,1,0,3.30%,40.00%,0,0.071,0.038,0.074,0.038,0.06,,-83,0,-7.5,3.5,-0.3,761
2002,Tony Armas Jr.,29,56,0,1,2,0,1.80%,28.60%,0.04,0.147,0.1,0.118,0.14,0.115,,-46,0,-10.2,5.6,-0.3,761
2013,Jhonatan Solano,24,50,0,2,2,0,4.00%,14.00%,0.042,0.171,0.146,0.18,0.188,0.167,,-5,-0.9,-6.8,2.7,-0.3,7515
1982,David Palmer,13,27,0,2,0,0,0.00%,25.90%,0,0.059,0.042,0.042,0.042,0.038,,-92,0,-5.8,2.3,-0.3,1009970
1974,Dennis Blair,22,61,0,5,2,0,4.90%,41.00%,0.02,0.222,0.118,0.164,0.137,0.147,,-21,0,-8.4,3.9,-0.3,1001029
2008,Dmitri Young,50,180,4,15,10,0,15.60%,15.60%,0.12,0.319,0.28,0.394,0.4,0.353,,112,-4.3,-1.6,-7.1,-0.3,505
1978,Steve Rogers,30,82,0,2,3,0,3.70%,20.70%,0,0.148,0.113,0.149,0.113,0.127,,-30,0,-11.9,6.6,-0.3,1011138
1990,Dennis Martinez,32,82,0,0,6,0,1.20%,30.50%,0.015,0.163,0.103,0.129,0.118,0.117,,-37,0,-13.1,7.6,-0.3,1008161
1989,Marty Pevey,13,42,0,2,3,0,0.00%,19.00%,0.073,0.273,0.22,0.22,0.293,0.228,,41,0,-2.7,-1.4,-0.3,1010258
1969,Gary Waslewski,30,31,0,0,2,0,3.20%,45.20%,0.033,0.063,0.033,0.065,0.067,0.065,,-70,0,-6,2.4,-0.3,1013661
1993,Ted Wood,13,32,0,4,3,0,9.40%,9.40%,0.038,0.217,0.192,0.276,0.231,0.226,,32,0,-2.7,-1.3,-0.3,1014246
1969,Jim Fairey,20,51,1,6,6,0,2.00%,13.70%,0.082,0.317,0.286,0.3,0.367,0.303,,85,-0.7,-1.6,-3,-0.3,1003905
2010,Luis Atilano,16,27,0,0,0,0,0.00%,37.00%,0,0.067,0.04,0.04,0.04,0.036,,-94,0,-6.3,2.7,-0.3,3802
1974,Ron Woods,90,151,1,15,12,6,11.30%,11.30%,0.024,0.225,0.205,0.299,0.228,0.256,,51,-0.7,-9.1,2,-0.3,1014243
1973,Coco Laboy,22,39,1,2,2,0,12.80%,20.50%,0.121,0.125,0.121,0.237,0.242,0.22,,27,0,-3.3,-0.7,-0.3,1007231
2017,Rafael Bautista,17,27,0,2,0,0,7.40%,18.50%,0,0.2,0.16,0.222,0.16,0.181,,1,-0.3,-3.7,-0.1,-0.3,15769
2017,Tanner Roark,32,63,0,1,0,0,1.60%,34.90%,0.018,0.152,0.091,0.107,0.109,0.097,,-54,0,-12.5,7.5,-0.3,8753
1974,Ernie McAnally,25,45,0,2,0,0,2.20%,35.60%,0,0.192,0.119,0.14,0.119,0.124,,-36,0,-6.9,2.8,-0.3,1008325
2011,Adam LaRoche,43,177,3,15,15,1,14.10%,20.90%,0.086,0.205,0.172,0.288,0.258,0.258,,58,-0.1,-8.7,0.6,-0.3,1904
2014,Doug Fister,26,62,0,3,0,0,1.60%,33.90%,0.019,0.129,0.077,0.094,0.096,0.088,,-57,0,-10.9,6.4,-0.3,9425
2004,Tony Armas Jr.,16,21,0,0,0,0,0.00%,23.80%,0,0,0,0,0,0,,-100,0,-6.1,2.3,-0.3,761
2002,Henry Mateo,22,25,0,1,0,2,8.00%,24.00%,0.087,0.235,0.174,0.24,0.261,0.207,,14,-0.6,-3.3,-0.5,-0.3,1461
1982,Wallace Johnson,36,62,0,5,2,4,8.10%,8.10%,0.07,0.212,0.193,0.258,0.263,0.241,,48,0.4,-3.2,-1.8,-0.3,1006513
2017,Andrew Stevenson,37,66,0,5,1,1,10.60%,30.30%,0.035,0.243,0.158,0.25,0.193,0.21,,20,1.1,-5.7,0.6,-0.3,17932
1984,Bill Gullickson,32,83,0,1,1,0,3.60%,26.50%,0,0.154,0.11,0.143,0.11,0.122,,-32,-0.4,-12.7,7.2,-0.3,1005136
1997,Sherman Obando,41,54,2,3,9,0,11.10%,25.90%,0.149,0.129,0.128,0.241,0.277,0.241,,37,0,-4.3,-0.5,-0.3,1009675
1969,Donn Clendenon,38,136,4,14,14,0,4.40%,23.50%,0.155,0.287,0.24,0.272,0.395,0.297,,81,-0.7,-3.6,-3.8,-0.3,1002345
1994,Jeff Gardner,18,35,0,4,1,0,8.60%,14.30%,0.063,0.259,0.219,0.286,0.281,0.26,,49,0,-2.3,-1.9,-0.3,1004526
2017,Jayson Werth,70,289,10,35,29,4,12.10%,23.90%,0.167,0.27,0.226,0.322,0.393,0.311,,86,1,-4.2,-8.4,-0.3,1327
1975,Larry Lintz,46,162,0,18,3,17,14.20%,11.10%,0,0.228,0.197,0.316,0.197,0.261,,52,-0.1,-8.9,0.9,-0.3,1007641
1978,Woodie Fryman,19,36,0,1,1,0,0.00%,19.40%,0.029,0.074,0.059,0.059,0.088,0.065,,-72,0,-6.9,2.9,-0.3,1004381
1977,Jackie Brown,42,61,0,2,1,0,1.60%,39.30%,0,0.219,0.125,0.14,0.125,0.123,,-34,0,-9.9,5,-0.3,1001522
1994,Jeff Fassero,21,55,0,1,0,0,3.60%,49.10%,0.045,0.176,0.068,0.109,0.114,0.104,,-54,0,-10.9,5.8,-0.3,279
1975,Dan Warthen,40,56,0,2,1,0,1.80%,42.90%,0,0.222,0.118,0.135,0.118,0.12,,-40,0,-9,4.3,-0.3,1013644
2004,Claudio Vargas,45,29,0,0,0,0,0.00%,27.60%,0,0.071,0.045,0.045,0.045,0.04,,-97,0,-7.4,3.2,-0.3,1695
1985,Al Newman,25,32,0,7,1,2,9.40%,12.50%,0.034,0.2,0.172,0.25,0.207,0.219,,34,0,-2.4,-1.7,-0.3,1009539
1982,Brad Mills,54,73,1,6,2,0,6.80%,15.10%,0.09,0.255,0.224,0.278,0.313,0.271,,69,0,-2.6,-3,-0.3,1008952
1980,Tom Hutton,62,62,0,2,5,0,6.50%,16.10%,0.036,0.261,0.218,0.267,0.255,0.242,,47,0,-3.7,-1.2,-0.3,1006246
1993,Tim McIntosh,20,21,0,2,2,0,0.00%,33.30%,0.048,0.143,0.095,0.095,0.143,0.104,,-48,0,-3.8,0,-0.3,1008574
1991,Mark Gardner,27,60,0,1,4,0,1.70%,30.00%,0,0.135,0.091,0.107,0.091,0.094,,-52,0,-10.3,5.4,-0.3,1004529
1995,Henry Rodriguez,24,65,1,7,5,0,9.20%,16.90%,0.052,0.234,0.207,0.277,0.259,0.25,,43,0,-4.7,-0.8,-0.3,1427
1973,Terry Humphrey,43,100,1,5,9,0,5.00%,16.00%,0.056,0.187,0.167,0.206,0.222,0.199,,13,-0.4,-10.3,4.5,-0.3,1006188
1978,Sam Mejias,67,59,0,9,6,0,3.40%,8.50%,0.018,0.255,0.232,0.259,0.25,0.228,,38,0,-4.1,-0.7,-0.3,1008742
2009,Lastings Milledge,7,26,0,1,1,1,3.80%,38.50%,0,0.286,0.167,0.231,0.167,0.193,,7,0.3,-2.7,-1.3,-0.3,6441
1992,Jerry Willard,21,26,0,0,1,0,3.80%,26.90%,0,0.167,0.12,0.154,0.12,0.132,,-26,0,-3.6,-0.2,-0.3,1013963
2020,Howie Kendrick,25,100,2,11,14,0,7.00%,17.00%,0.11,0.311,0.275,0.32,0.385,0.298,,82,-0.9,-3.2,-2.8,-0.3,4229
2020,Michael A. Taylor,38,99,5,11,16,0,6.10%,27.30%,0.228,0.217,0.196,0.253,0.424,0.287,,75,-0.6,-3.8,-2.2,-0.3,11489
1999,Carl Pavano,19,39,0,1,2,0,2.60%,35.90%,0,0.105,0.061,0.088,0.061,0.074,,-74,0,-9.2,4.4,-0.3,790
2014,Greg Dobbs,21,30,0,0,2,0,3.30%,13.30%,0.036,0.24,0.214,0.233,0.25,0.214,,30,-0.8,-3.2,-0.7,-0.3,2158
1969,Floyd Wicker,41,41,0,2,2,0,4.90%,48.80%,0,0.211,0.103,0.146,0.103,0.123,,-32,0,-6.2,2,-0.3,1013918
